TRX_USD_VALUE,EU_CUST_NAME,TRX_NUMBER,OTM_DATE,SALES_CHANNEL_CODE,TRX_SOURCE_TYPE,TRX_ORIG_CODE,WEB_ORDER_ID,OFFER_TYPE,DEAL_ID,TERM,REMAINING_TERM,CONTRACT_START_DATE,CONTRACT_END_DATE,SC_SPLIT_PERCENT,SUBROLE_NAME,SALESREP,SEGMENT1
8595.64,Cogeco Connexion Inc,87086410,04/18/2020 00:00:00,NULL,MANUAL,XAAS,87086410,IOS-XR,NULL,84,84,NULL,NULL,1,Teams,Cogeco Team,GSP COM E CENTRAL PH1 L6
49.92,UPC SCHWEIZ GMBH,85823628,04/19/2020 00:00:00,NULL,MANUAL,XAAS,85823628,UMBRELLA,19719849,36,NULL,9/19/2019,NULL,1,Account Manager,mschnide,SWITZ_OTHERS_MS
0.00,FEDERAL ELECTRICITY & WATER AUTHORITY FEWA,87087338,04/19/2020 00:00:00,NULL,MANUAL,XAAS,87087338,WEBEX,45909452,12,9,1/22/2020,NULL,1,Account Manager,welkhali,ENT_UAE_DEWA
1458.00,BANESCO,87086689,04/19/2020 00:00:00,NULL,MANUAL,XAAS,87086689,UMBRELLA,19654477,12,12,4/29/2020,NULL,1,Teams,VS-DR-COM-G-VSAM-03,CMS_DOM_CML
5376.00,PENNSYLVANIA HOUSING FINANCE AGENCY,87086691,04/19/2020 00:00:00,NULL,MANUAL,XAAS,87086691,UMBRELLA,40316371,12,12,4/29/2020,NULL,1,Account Manager,dburkhol,SLED-STATE PA Key L6
3108.00,QUADRANGLE DEVELOPMENT CORPORATION,87086695,04/19/2020 00:00:00,NULL,MANUAL,XAAS,87086695,UMBRELLA,25505777,12,12,4/29/2020,NULL,1,Teams,USC-SB-NN MIDATLANTIC,SBU_NN MIDATLANTIC
340.20,EDGECORE,87087086,04/19/2020 00:00:00,NULL,MANUAL,XAAS,87087086,TROPO,39304749,12,12,4/29/2020,NULL,1,Teams,VS-US-COM-WEST-G-VSAM-23,ROCKIES COM MIDSIZE
-166.82,ARDIAN France,1300155363,04/19/2020 00:00:00,NULL,MANUAL,XAAS,1300155363,WEBEX,1200110152,3,2,3/7/2020,NULL,1,Teams,SHARED_IDF_FINANCE_TEAM,FR_COMM_BANK
1449.10,Housley Commmunications,1300155364,04/19/2020 00:00:00,NULL,MANUAL,XAAS,1300155364,WEBEX,1200225710,12,12,7/8/2019,NULL,1,Teams,SBU_AU_NSW_TER1,AU_COM_NSW_PL_S_TM
32844.00,CYBOUZUINC,87087663,04/19/2020 00:00:00,NULL,MANUAL,XAAS,87087663,AMP4EP,47335790,12,12,5/15/2020,NULL,1,Account Manager,kiogura,CSL_JPN_KANTO_DS_3
357.36,VALUE AND LINK COMPANY LTD,87087763,04/19/2020 00:00:00,NULL,MANUAL,XAAS,87087763,WEBEX,47514119,12,12,8/2/2019,NULL,1,Teams,JPN_SMALL_KANTO_SHARED,JPN_COM_GEO_TEAM02_PL
457.20,OE CORPORATION,87088174,04/19/2020 00:00:00,NULL,MANUAL,XAAS,87088174,WEBEX,47543288,12,12,4/21/2020,NULL,1,Teams,JPN_SMALL_KANSAI_SHARED,JPN_COM_WEST_TMF_NN_TEAM
-3288.66,JT FAMILY HOLDING OY,1300155426,04/19/2020 00:00:00,NULL,MANUAL,XAAS,1300155426,WEBEX,1200225709,25,17,9/12/2019,NULL,1,Account Manager,ehinkkan,FINLAND_COMM_GNN
218.16,SECURITAS SERVICES,87087318,04/19/2020 00:00:00,NULL,MANUAL,XAAS,87087318,WEBEX,NULL,12,12,4/20/2020,NULL,1,Teams,JPN_SMALL_KYUSH_SHARED,JPN_COM_WEST_SMB_KS_TEAM
3840.06,ILAND INTERNET SOLUTIONS CORPORATION,86864996,04/20/2020 00:00:00,NULL,MANUAL,XAAS,86864996,SPLA_CSR1KV,27392465,12,NULL,3/21/2020,NULL,1,Teams,MMKT SOUTH 4 SELECT TEAM,MMKT EAST MJR_1 PH2
10200.05,"LOGICALIS, INC.",86962389,04/20/2020 00:00:00,NULL,MANUAL,XAAS,86962389,SPLA_ASAV,47298302,36,NULL,2/23/2020,NULL,1,Account Manager,cjones4,SOKY COM SELECT
-54.18,AGENCY FOR INTEGRATED CARE,86803587,04/20/2020 00:00:00,NULL,MANUAL,XAAS,86803587,WEBEX,45645905,36,NULL,4/1/2020,NULL,1,Account Manager,szchiew,SG_HEALTH_TM
584.03,TERAGO,85038895,04/20/2020 00:00:00,NULL,MANUAL,XAAS,85038895,SPLA_ASAV,18636384,12,NULL,5/11/2019,NULL,1,Account Manager,stevwolf,CSL_CAN_CENTRAL
-636.80,BAYER BUSINESS SERVICES GMBH,86361840,04/20/2020 00:00:00,NULL,MANUAL,XAAS,86361840,WEBEX,16605147,12,NULL,12/16/2019,NULL,1,Teams,HQ_CGEM_GLL_BAYER_DE,SA-BAYER-GER L6
10257.79,GREEN CLOUD TECHNOLOGIES LLC,86564109,04/20/2020 00:00:00,NULL,MANUAL,XAAS,86564109,SPLA_ASAV,26216270,12,NULL,1/27/2020,NULL,1,Teams,MMKT SOUTH 6 SELECT TEAM,MMKT EAST MJR_1 PH2
972.72,SCHNEIDER ELECTRIC  FRANCE,87081694,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87081694,VIPTELA,18154000,36,36,NULL,NULL,1,Teams,SHARED_SCHNEIDER_TEAM,FR_MANUFACTURING_AM1
1161.00,BUNDESPOLIZEI,87087213,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87087213,WEBEX,47478813,12,12,4/23/2020,NULL,1,Account Manager,msteyer,TA-GER-FEDERAL-L6
12404505.60,JAPAN POST INSURANCE COLTD,87087683,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87087683,WEBEX,20886844,60,60,NULL,NULL,1,Teams,JPN_PUB_SS_AWAZU_SHARED,JPN_EPCO_WEST_2_TEAM
2713292.40,JAPAN POST INSURANCE COLTD,87087683,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87087683,CLOUD_SUPPORT,20886844,60,60,NULL,NULL,1,Teams,JPN_PUB_SS_AWAZU_SHARED,JPN_EPCO_WEST_2_TEAM
30.39,ALMT LEGAL,1300155427,04/20/2020 00:00:00,NULL,MANUAL,XAAS,1300155427,WEBEX,1200225987,1,1,4/20/2020,NULL,1,Teams,SBU_IND_WEST1_MUM_TEAM,SBU_IND_WEST1_MUM_PL
225720.00,GLOUCESTERSHIRE CONSTABULARY,87088354,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87088354,WEBEX,47482327,36,36,5/1/2020,NULL,1,Account Manager,pnoott,UK_POLICE_NORTH
-18233.46,BT AUSTRALIA,87087115,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87087115,VIPTELA,NULL,60,58,3/1/2020,NULL,1,Teams,BT MISC TEAM,BT-FRANCHISE-L6-15
5476.00,SAGICOR GROUP JAMAICA LIMITED,1300155446,04/20/2020 00:00:00,NULL,MANUAL,XAAS,1300155446,WEBEX,1200226889,1,NULL,4/30/2020,NULL,1,Teams,VS-JM-COM-G-VSAM-02,CSL_JAM_CML
5040.00,SHRIEVE CHEMICAL BREAKAWAY,87087487,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87087487,UMBRELLA,40645587,12,12,4/30/2020,NULL,1,Teams,VS-US-COM-SOUTH-G-VSAM-35,S TEXAS COM MIDSIZE
0.00,BATNA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA KOMANDYTOWA,87088859,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87088859,UMBRELLA,47560778,12,3,7/18/2019,NULL,1,Teams,CC PL TEAM3,CC_POL_SMB_PS1
5172.00,SUMITOMO MITSUI BANKING CORPORATION,87087186,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87087186,WEBEX,47548135,12,12,3/16/2020,NULL,1,Account Manager,tyotsumo,JPN_FIN_2_TEAM
377.74,STADT PLAUEN,1300155508,04/20/2020 00:00:00,NULL,MANUAL,XAAS,1300155508,WEBEX,1200226393,12,12,4/20/2020,NULL,1,Teams,VS-GER-PMJ-REG1-GS-VSAM-54,GER_PS_REGION1_HO_L6
-0.01,TISZA-TK PROJEKT KFT,87089090,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87089090,UMBRELLA,47560821,12,1,5/25/2019,NULL,1,Teams,CC HUN TEAM1,HUNGARY_COM_CLNN
3724.80,ICOS ERIC,87089248,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87089248,WEBEX,46974931,1,1,5/11/2020,NULL,1,Account Manager,ehinkkan,FINLAND_COMM_GNN
7869.62,BIG DIREKTKRANKENKASSE,1300155516,04/20/2020 00:00:00,NULL,MANUAL,XAAS,1300155516,WEBEX,1200227011,8,12,9/21/2019,NULL,1,Account Manager,julguez2,PMJ_DEU_SHEL_HC_BG_VSAM1
2000.88,CITY OF ALBUQUERQUE,87079593,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87079593,CISCO_ONE,NULL,36,36,NULL,NULL,1,Unallocated,Ingram,US Distribution L6
139049.44,ENSCO INC,87090174,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87090174,ELA2,20479214,60,60,NULL,NULL,1,Account Manager,mstackho,MIDATLANTIC COM SELECT
24161.76,ZIMMER GMBH DAEMPFUNGSSYSTEME,87089713,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87089713,WEBEX,47562345,12,12,4/9/2020,NULL,1,Teams,VS-GER-COM-SWEST-VSAM-16,GER_SWEST_CLNN_NAMED
265.00,TEAM BUILDING ROI,1300155518,04/20/2020 00:00:00,NULL,MANUAL,XAAS,1300155518,WEBEX,1200226784,1,1,4/20/2020,NULL,1,Teams,USC-SB-NN SILICON VALLEY,SBU_NN SILICON VALLEY
10710.00,WORLDWIDE ERC,1300155520,04/20/2020 00:00:00,NULL,MANUAL,XAAS,1300155520,WEBEX,1200225677,1,12,1/30/2020,NULL,1,Teams,USC-SB-NN MIDATLANTIC,SBU_NN MIDATLANTIC
34020.00,ALTAPOINTE HEALTH SYSTEMS INC,87090352,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87090352,WEBEX,47485947,12,12,4/20/2020,NULL,1,Account Manager,krhinton,SLED-GULF STATES SELECT-L
32508.00,CAPFINANCIAL PARTNERS LLC,87085911,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87085911,WEBEX,45866893,36,36,4/22/2020,NULL,1,Account Manager,linstric,CAROLINAS COM SELECT
2544.00,PRAGMATIC INSTITUTE,1300155548,04/20/2020 00:00:00,NULL,MANUAL,XAAS,1300155548,WEBEX,1200227092,12,12,4/20/2020,NULL,1,Teams,USC-SB-NN SOUTHWEST,SBU_NN SOUTHWEST
1977.60,PORT SAN ANTONIO,1300155513,04/20/2020 00:00:00,NULL,MANUAL,XAAS,1300155513,WEBEX,1200225636,1,1,4/20/2020,NULL,1,Teams,VS-US-PS-SLED-WSML-VSAM-13,SLED-West Terr SM 17
5760.00,SYSTEM FREIGHT FLEET FUELING INC,87082511,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87082511,Duo Standard,47482953,12,12,4/21/2020,NULL,1,Teams,USC-SB-NN ATLANTIC SHORE,SBU_NN ATLANTIC SHORE
2188.80,ITW PERFORMANCE POLYMERS,87090256,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87090256,Duo Standard,47304604,12,12,4/20/2020,NULL,1,Account Manager,danshort,CSL_ILLINOIS SELECT
168.11,RECOGNITION COMP BRAS DE AUTOM BANCARIA,87091694,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87091694,WEBEX,NULL,12,12,4/23/2020,NULL,1,Teams,TEAM-FP-BRA-SB-HV,SBU_PSR_BRA_PRN_PSR6MS
2785.68,CORNWALL CENTRAL SCH DISTRICT,87082837,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87082837,UMBRELLA,47453196,36,36,NULL,NULL,1,Account Manager,fragallo,SLED-Emp State Reg-L6
735.00,PNC BANK,87091130,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87091130,VIPTELA,47548469,60,60,5/3/2020,NULL,1,Teams,PNC Team Agent,EEA_14-27
33834.24,COMPANIA DE SEGUROS CONFUTURO SA,87091218,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87091218,UMBRELLA,19187222,36,36,NULL,NULL,1,Account Manager,hleivava,CSL_CHL_CML_RETAIL_TRANSP
9659.52,INDIANA UNIVERSITY HEALTH INC,87091231,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87091231,VIPTELA,47558767,36,36,5/9/2020,NULL,1,Teams,IU HEALTH_ Team Agent,ECA_14-35
3152.52,NATIONAL ENERGY CORPORATION,87090265,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87090265,WEBEX,20296349,12,12,4/30/2020,NULL,1,Teams,VS-TT-COM-G-VSAM-01,CMS_TTO_CML
2277.12,SIGMA COMPUTING,87077174,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87077174,UMBRELLA,47368005,12,12,4/21/2020,NULL,1,Teams,USC-SB-NN NORTHERN CA,SBU_NN NORTHERN CAL
11220.00,CRISPR THERAPEUTICS,87093094,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87093094,UMBRELLA,47542365,12,12,4/21/2020,NULL,1,Teams,USC-SB-NN GREATER NE,SBU_NN GREATER NE
0.00,CHEVRON CORPORATION,87090703,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87090703,Appspace_SolutionsPlus,47558708,12,11,3/21/2020,NULL,1,Teams,CVX_US_TM,CHEV3
1518.12,REYNOLDS SERVICES INC C/O GRAHAM PKG,87091664,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87091664,CISCO_ONE,45914494,36,36,NULL,NULL,1,Account Manager,kelskram,CSL_ILLINOIS SELECT
9504.00,JONATHAN CLUB,1300155582,04/20/2020 00:00:00,NULL,MANUAL,XAAS,1300155582,WEBEX,1200227175,12,12,4/23/2020,NULL,1,Teams,USC-SB-NN NORTH PACIFIC,SBU_NN NORTH PACIFIC
7543.48,THE GIVENS ESTATES INC,87091045,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87091045,UMBRELLA,47550873,12,8,12/27/2019,NULL,1,Teams,VS-US-COM-SOUTH-G-VSAM-01,CAROLINAS COM MIDSIZE
7920.00,KIDANGO INC,87092521,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87092521,UMBRELLA,45069854,36,36,4/22/2020,NULL,1,Teams,USC-SB-NN SILICON VALLEY,SBU_NN SILICON VALLEY
13154.40,KANSAS CITY AVIATION DEPERTMENT,87091061,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87091061,WEBEX,47532763,12,12,4/27/2020,NULL,1,Account Manager,jmorgan2,SLED-Heartland Str-L6
5712.00,FIESTA MART INC,87077506,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87077506,UMBRELLA,45937699,12,12,4/21/2020,NULL,1,Teams,USC-SB-NN SOUTH TEXAS,SBU_NN SOUTH TEXAS
447.00,WESPARK STUDY CENTER,1300155583,04/20/2020 00:00:00,NULL,MANUAL,XAAS,1300155583,WEBEX,1200226171,12,12,4/21/2020,NULL,1,Teams,USC-SB-NN NORTHERN CA,SBU_NN NORTHERN CAL
358.56,MINISTRY OF FOOD AND DRUG SAFETY,87091871,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87091871,WEBEX,47518810,12,12,4/23/2020,NULL,1,Teams,VS-KR-PS-VSAM01,KR_PS_MD_REG2_VSAM1
0.00,SUN HUNG KAI & CO LIMITED,87079731,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87079731,WEBEX,47546571,12,10,2/28/2020,NULL,1,Account Manager,kinkko,CSL_GC_HK_PROPERTY_AM2
-3023.17,DIREXION,1300155581,04/20/2020 00:00:00,NULL,MANUAL,XAAS,1300155581,WEBEX,1200220021,12,11,4/3/2020,NULL,1,Teams,USC-SB-NN NYC METRO UPTOWN,SBU_NN NYC METRO UPTOWN
218.16,NATIONAL CANCER CENTER,87092644,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87092644,WEBEX,47452937,12,12,4/27/2020,NULL,1,Teams,JPN_PUB_EAST_KIM_SHARED,JPN_CENT_GOV_1A_TEAM
41005.80,NIPPON TELEGRAPH AND TELEPHONE EAST CORPORATION,87092579,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87092579,IOS-XR,20735207,60,60,NULL,NULL,1,Account Manager,mnishimu,JPN_NTT_NGN_TEAM
580.00,DAIMLER INDIA COMMERCIAL VEHICLES PRIVATE LTD,87093166,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87093166,WEBEX,20967096,2,2,4/21/2020,NULL,1,Teams,IN_CGEM_GLL_DAIMLER_IN,GLL_DAIMLER_IN
309.60,PELABURAN MARA BERHAD,87093446,04/20/2020 00:00:00,NULL,MANUAL,XAAS,87093446,WEBEX,NULL,12,12,4/26/2020,NULL,1,Account Manager,cheeklee,MY_COM_KL_PL_S_TM
-2182.83,HDI SEGUROS LTDA,84166941,04/21/2020 00:00:00,NULL,MANUAL,XAAS,84166941,WEBEX,18129998,12,NULL,11/21/2018,NULL,1,Teams,TEAM-FP-BR-SB-1T,SBU_PSR_BRA_PRN_PSR5
-1783.24,CALTEX AUSTRALIA LTD,85876710,04/21/2020 00:00:00,NULL,MANUAL,XAAS,85876710,UMBRELLA,18838880,12,NULL,9/26/2019,NULL,1,Account Manager,dhoban,CSL_ANZ_AU_NSW_VSAM3
-8005.69,SANTANDER BANCO DE EMISIONES SA,85024957,04/21/2020 00:00:00,NULL,MANUAL,XAAS,85024957,WEBEX,40638373,12,NULL,NULL,NULL,1,Account Manager,magracia,SANTANDER_SPAIN_ESP
175.50,UCLOUD,85914415,04/21/2020 00:00:00,NULL,MANUAL,XAAS,85914415,SPLA,41927776,36,NULL,9/24/2019,NULL,1,Account Manager,manaumen,UKRAINE-PL-NON-NAMED
17690.12,RINO GROEP,1300155603,04/21/2020 00:00:00,NULL,MANUAL,XAAS,1300155603,WEBEX,1200226877,12,12,4/21/2020,NULL,1,Teams,NLD_SMB TEAM_1,NLD_COMM_GNN
660.38,PARFORMANCE,1300155598,04/21/2020 00:00:00,NULL,MANUAL,XAAS,1300155598,WEBEX,1200226971,1,1,4/21/2020,NULL,1,Teams,FR-COM-IDF-CL-TAM-6,CC_FRA_IDF_SMB_PS_AM2
799.07,BMA COAL,87091832,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87091832,IOS-XR,20935020,36,36,NULL,NULL,1,Teams,BHP_AUSTRALIA_TM,AU_ENT_QLD_RE_BHP_TM
1175.76,WARENEMPFAENGER AUFTRAGNEHMER DT TEC,87094107,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87094107,IOS-XR,20038671,36,36,NULL,NULL,1,Account Manager,sibauten,DT_INFRA_NGN_CORE-EDGE
2941.92,PAPALEONIDAS ANTONIOS,1300155605,04/21/2020 00:00:00,NULL,MANUAL,XAAS,1300155605,WEBEX,1200226983,1,1,4/24/2020,NULL,1,Account Manager,ageorgio,GREECE_COMM_GNN
-221.52,FUJI TATEAMI KK,87088541,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87088541,WEBEX,47554192,12,12,NULL,NULL,1,Teams,JPN_SMALL_HKRK_SHARED,JPN_COM_KANSI_TS_NN_TEAM
138.84,KOBE UNIVERSITY,87091856,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87091856,WEBEX,47554688,12,12,4/28/2020,NULL,1,Teams,VS-JP-PS-VSAM08,JPN_PUB1_GOV3_TEAM
135.48,ALPHA-POLYMER COMPANY LTD,87093727,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87093727,WEBEX,47543105,12,12,4/21/2020,NULL,1,Account Manager,lichsieh,SBU_GC_TW_SM01
-12894.83,PRINCIPAL L N WELINGKAR INSTITUTE OF MANAGEMENT DEVELOPMENT & RESEARCH,50000341566442,04/21/2020 00:00:00,NULL,MANUAL,XAAS,50000341566442,WEBEX,18332631,60,33,1/22/2018,NULL,1,Teams,SBU_IND_WEST1_MUM_TEAM,SBU_IND_WEST1_MUM_PL
1927.20,NATIONAL TAIWAN UNIVERSITY,87093752,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87093752,WEBEX,20943968,12,12,4/23/2020,NULL,1,Account Manager,maryao,PL_PS_TW_EDUCATION_TM
166.44,ALPHA CAMP INC,87094209,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87094209,WEBEX,47551486,12,12,4/21/2020,NULL,1,Account Manager,lichsieh,SBU_GC_TW_SM01
637.20,SIMON MÃ?KSTER HOLDING AS,87093566,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87093566,UMBRELLA,25519679,12,12,5/1/2020,NULL,1,Account Manager,nieberth,NORWAY_COMM_GNN
2520.00,FIRST BANK,87093567,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87093567,UMBRELLA,25483733,36,12,5/1/2020,NULL,1,Teams,VS-US-COM-EAST-G-VSAM-15,MIDATLANTIC COM MIDSIZE
2758.40,THE STEEL CONSTRUCTION INSTITUTE,1300155592,04/21/2020 00:00:00,NULL,MANUAL,XAAS,1300155592,WEBEX,1200225689,8,12,11/4/2019,NULL,1,Teams,TEAM_SMALL_EAW_SOUTH,CC_GBR_NON_NAMED_SOUTH
4487.75,MERCK SHARP & DOHME  NEW ZEALAND  LTD,87094204,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87094204,CISCO_ONE,20928119,36,36,NULL,NULL,1,Teams,GLL_G_MERCK_NZ_TM,NE_18-403
75041.40,SHIELDS HEALTH SOLUTIONS,1300155972,04/21/2020 00:00:00,NULL,MANUAL,XAAS,1300155972,WEBEX,1200227180,12,12,10/29/2019,NULL,1,Teams,USC-SB-NN BOSTON METRO,SBU_NN BOSTON METRO
2300.04,BASF FRANCE SAS,87094256,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87094256,VIPTELA,45726132,36,36,NULL,NULL,1,Teams,IN_CGEM_GLL_BASF_FR,GLL_BASF_FR
181.92,STUDIO INVITTI & PARTNERS,87094939,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87094939,WEBEX,47307702,12,12,4/22/2020,NULL,1,Account Manager,egalasso,ITALY-COMM-GNN-CS3
2003.40,NEDERLANDSE ORGANISATIE VOOR WETENSCHAPPELIJK ONDERZOEK NWO,87094946,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87094946,WEBEX,47473704,12,12,NULL,NULL,1,Account Manager,wvandelf,CA_NLD_AM6
16753.92,WOLFORD BETEILIGUNGS GMBH,87089258,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87089258,UMBRELLA,47356945,12,12,4/30/2020,NULL,1,Teams,VS-AT-COM-CL-VSAM-9,AUSTRIA_COM_TER3_CLNN_N
-1593.90,MORTENSON,1300155815,04/21/2020 00:00:00,NULL,MANUAL,XAAS,1300155815,WEBEX,1200227033,1,1,2/12/2020,NULL,1,Account Manager,rboyts,CSL_NORTHWOODS SELECT
1379.88,UPC SCHWEIZ GMBH,87094927,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87094927,VIPTELA,20942012,36,36,NULL,NULL,1,Teams,LGI-UPC-CH-INFRA-TEAM,UPC-CABLECOM L6
153.24,Steve Minshull International Ltd,1300155984,04/21/2020 00:00:00,NULL,MANUAL,XAAS,1300155984,WEBEX,1200226993,2,2,4/23/2020,NULL,1,Teams,TEAM_SMALL_EAW_SOUTH,CC_GBR_NON_NAMED_SOUTH
1702.62,GFL CARE OF END TO END NETWORKS,23158037835163,04/21/2020 00:00:00,NULL,MANUAL,XAAS,23158037835163,CISCO_ONE,NULL,12,12,4/21/2020,NULL,1,Unallocated,STOCK-INGRAM,Canada Distribution L6
2013.96,OSHEAN INC,87096430,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87096430,WEBEX,45900819,12,12,5/11/2020,NULL,1,Account Manager,talia,SLED-New England Reg-L6
334031.40,KERRY INC.,87081966,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87081966,ELA2,19434150,60,60,NULL,NULL,1,Account Manager,malax,CSL_WISCONSIN SELECT
3895.20,EDEKA DIGITAL GMBH,87095697,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87095697,WEBEX,47551066,12,12,4/24/2020,NULL,1,Teams,VS-GER-ENT-C-EDE-VSAM-31,ENT GER-EDEKA
309.60,UNIONE NORD LODIGIANO,87095707,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87095707,WEBEX,47563026,12,12,4/22/2020,NULL,1,Account Manager,egalasso,ITALY-COMM-GNN-CS4
11801.16,NIFCO PRODUCTS ESPANA SLU,87095770,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87095770,UMBRELLA,NULL,36,36,4/24/2020,NULL,1,Account Manager,joaqlope,SPAIN_COMM_GNN_NE
9180.00,NIFCO PRODUCTS ESPANA SLU,87095770,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87095770,AMP4EP,NULL,36,36,4/24/2020,NULL,1,Account Manager,joaqlope,SPAIN_COMM_GNN_NE
6369241.93,AUTOMATIC DATA PROCESSING INC,87082977,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87082977,WEBEX,47347848,60,48,5/6/2019,NULL,0,Teams,GLL_G_ADP_CA_TM,NE_18-261
6321532.25,AUTOMATIC DATA PROCESSING INC,87082977,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87082977,WEBEX,47347848,60,48,5/6/2019,NULL,0,Teams,GLL_G_ADP_CL_TM,NE_18-268
-4026.62,AREAFILM SRL S.U.,1300155971,04/21/2020 00:00:00,NULL,MANUAL,XAAS,1300155971,WEBEX,1200227654,3,12,10/13/2019,NULL,1,Account Manager,egalasso,ITALY-COMM-GNN-CS4
4176.00,COMPUTEX TECHNOLOGY SOLUTION,87091712,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87091712,WEBEX,47562290,12,12,4/21/2020,NULL,1,Teams,USC-SB-NN SOUTH TEXAS,SBU_NN SOUTH TEXAS
4266.00,Arcadia Consulting Ltd,1300155992,04/21/2020 00:00:00,NULL,MANUAL,XAAS,1300155992,WEBEX,1200225389,1,1,4/22/2020,NULL,1,Teams,TEAM_SMALL_EAW_LONDON,CC_GBR_NON_NAMED_SOUTH_2
-1380.00,ARCADIA PUBLIC LIBRARY,50000461091522,04/21/2020 00:00:00,NULL,MANUAL,XAAS,50000461091522,UMBRELLA,25318873,36,12,4/6/2020,NULL,1,Teams,VS-US-PS-SLED-WEST-VSAM-88,SLED-SoCal Reg -L6
2808.00,CLARK COUNTY REMC,87096164,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87096164,Duo Standard,47225683,12,12,4/22/2020,NULL,1,Teams,VS-US-PS-SLED-ESML-VSAM-07,SLED IN-MI SM TERR L6
7200.00,TELECOM ITALIA OPM,87095969,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87095969,IOS-XR,20933258,60,60,NULL,NULL,1,Account Manager,mgenna,INFRA TEAM 1
3339.00,YOURSTORY MEDIA,87093719,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87093719,WEBEX,20964892,12,12,4/21/2020,NULL,1,Account Manager,rvphanik,SBU_IND_STH1_KR_PL
4000.20,ORANGE BUSINESS SERVICES U.S. INC,87096472,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87096472,VIPTELA,19315892,60,60,5/15/2020,NULL,1,Teams,IN_CGEM_GLL_SIEMENS_US,EEA848
720.00,OPTUS BANK,87073701,04/21/2020 00:00:00,NULL,MANUAL,XAAS,87073701,Duo Standard,NULL,12,12,4/23/2020,NULL,1,Teams,USC-SB-NN CAROLINAS,SBU_NN CAROLINAS
