TRX_USD_VALUE,EU_CUST_NAME,TRX_NUMBER,OTM_DATE,SALES_CHANNEL_CODE,TRX_SOURCE_TYPE,TRX_ORIG_CODE,WEB_ORDER_ID,OFFER_TYPE,DEAL_ID,TERM,REMAINING_TERM,CONTRACT_START_DATE,CONTRACT_END_DATE,SC_SPLIT_PERCENT,SUBROLE_NAME,SALESREP,SEGMENT1
1343.52,"CADDELL CONSTRUCTION CO., INC.",87124210,04/24/2020 00:00:00,NULL,MANUAL,XAAS,87124210,TROPO,47441125,36,36,3/1/2020,NULL,1,Teams,VS-US-COM-SOUTH-G-VSAM-11,MID SOUTH COM MIDSIZE
143100.00,LOCAL GOVERNMENT INFORMATION SYSTEMS ASSOCIATION,87118095,04/24/2020 00:00:00,NULL,MANUAL,XAAS,87118095,UMBRELLA,19504511,36,36,NULL,NULL,1,Account Manager,mikjohn2,SLED-Upper Midwest St-L6
122865.60,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,87124744,04/24/2020 00:00:00,NULL,MANUAL,XAAS,87124744,WEBEX,45561920,12,12,5/13/2020,NULL,1,Account Manager,wkelsey,CSL_PACIFIC SELECT
24649.92,IHS GLOBAL INC,87124273,04/24/2020 00:00:00,NULL,MANUAL,XAAS,87124273,VIPTELA,NULL,36,36,4/27/2020,NULL,1,Unallocated,TelcoBuy,US Distribution L6
153194.40,DXC Technology,87121565,04/24/2020 00:00:00,NULL,MANUAL,XAAS,87121565,N9K_SW_SUB,47169611,60,60,NULL,NULL,1,Unallocated,TelcoBuy,US Distribution L6
7674.00,HO-CHUNK NATION,87125610,04/24/2020 00:00:00,NULL,MANUAL,XAAS,87125610,CISCO_INTERSIGHT,20677903,60,60,4/25/2020,NULL,1,Account Manager,malax,CSL_WISCONSIN SELECT
13919.76,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,87125049,04/24/2020 00:00:00,NULL,MANUAL,XAAS,87125049,VIPTELA,NULL,36,36,NULL,NULL,1,Unallocated,Ingram,US Distribution L6
6511708.23,FACEBOOK INC,87125309,04/24/2020 00:00:00,NULL,MANUAL,XAAS,87125309,ELA2,20216579,60,60,NULL,NULL,0,Account Manager,kmulhall,FB_SOFTWARE EMEAR
3168.00,DSV AIR &AMPAMP SEA SA DE CV,87125358,04/24/2020 00:00:00,NULL,MANUAL,XAAS,87125358,CISCO_ONE,20951246,36,36,NULL,NULL,1,Account Manager,guslugo,SBU_PSR_MEX_WEST_PSR17
287.88,HUGHES SYSTIQUE INDIA PRIVATE LTD,87125644,04/24/2020 00:00:00,NULL,MANUAL,XAAS,87125644,CMX,47587125,12,12,NULL,NULL,1,Teams,VS-IN-CMD-NTH-VSAM02,CMD_IND_NTH_NCR_VSAM2
39959.99,PANASONIC INDIA PRIVATE LTD,87125054,04/24/2020 00:00:00,NULL,MANUAL,XAAS,87125054,EMAIL_SEC,20941233,60,60,NULL,NULL,1,Teams,VS-IN-CMD-NTH-VSAM04,CMD_IND_NTH_NCR_VSAM4
-319840.41,VOESTALPINE EUROSTAHL GMBH,50000271590052,04/25/2020 00:00:00,NULL,MANUAL,XAAS,50000271590052,WEBEX,47484136,60,21,1/31/2017,NULL,1,Account Manager,webosch,EMJ_AUT_VOEST_ALPINE
507.00,SYSTEMDE SYSTEM & PROJECT GMBH,87125850,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87125850,UMBRELLA,45501804,12,12,4/26/2020,NULL,1,Teams,TEAM_SMALL_DEU_EAST_AM1,GER_EAST_CLNN_NN
0.00,I AND M BANK,87125162,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87125162,CANDID,42368541,60,60,NULL,NULL,1,Teams,Shared_COM_KEN_Team,CMD_KEN_AM2
777.60,WOERNER COMPANIES,87124596,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87124596,UMBRELLA,40348926,12,12,5/5/2020,NULL,1,Teams,USC-SB-NN MID SOUTH,SBU_NN MID SOUTH
436.20,TELIA FINLAND OYJ,87124869,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87124869,ON_PREMISE,42489609,12,12,5/5/2020,NULL,1,Teams,TELIASONERA SWEDEN SHARED TEAM,T1_FINLAND_TELIASONERA
2118.00,YORK ADAMS TAX BUREAU,87124870,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87124870,UMBRELLA,40515979,12,12,5/5/2020,NULL,1,Teams,VS-US-PS-SLED-ESML-VSAM-69,SLED-PA-DE SM TERR L6
2144175.48,SALESFORCECOM INC,10000001089042,04/25/2020 00:00:00,NULL,MANUAL,XAAS,10000001089042,NULL,NULL,22,22,4/1/2020,NULL,1,Account Manager,laurenjo,WEB1 REGION
5714.19,MECKLENBURG COUNTY INFORMATION SERVICES,87125651,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87125651,WEBEX,47548249,12,11,4/6/2020,NULL,1,Account Manager,danichol,SLED-NC SELECT-L6
150081.84,BANK LEUMI KESHEV,10000001089047,04/25/2020 00:00:00,NULL,MANUAL,XAAS,10000001089047,NULL,NULL,36,36,4/21/2020,NULL,1,Account Manager,esimsolo,EMJ_ISR_BANK_LEUMI
425797.22,MORTGAGE GUARANTY INSUR CORP,10000001089073,04/25/2020 00:00:00,NULL,MANUAL,XAAS,10000001089073,NULL,NULL,38,38,4/24/2020,NULL,1,Account Manager,ddentice,CSL_WISCONSIN SELECT
11960.04,MERKEZI KAYIT KURULUSU A S,10000001089038,04/25/2020 00:00:00,NULL,MANUAL,XAAS,10000001089038,NULL,NULL,12,12,4/24/2020,NULL,1,Account Manager,siallevi,TURKEY_COMM_MM_SP
1754.64,PAREXEL INTERNATIONAL LLC,10000001089071,04/25/2020 00:00:00,NULL,MANUAL,XAAS,10000001089071,NULL,NULL,6,6,4/10/2020,NULL,1,Account Manager,chchalou,NEW ENGLAND SELECT MAJOR
125208.00,CAROLINA TRACTOR & EQUIPMENT COMPANY INC,87122430,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87122430,ELA2,20692169,36,36,NULL,NULL,1,Account Manager,matkurtz,CAROLINAS COM SELECT
3388.31,KPN BV,10000001089080,04/25/2020 00:00:00,NULL,MANUAL,XAAS,10000001089080,NULL,NULL,12,12,5/1/2020,NULL,1,Unallocated,G2C Adjustment Agent,NETHERLANDS_APPD_ENT
12300.20,SEM PARAR,10000001089082,04/25/2020 00:00:00,NULL,MANUAL,XAAS,10000001089082,NULL,NULL,20,20,5/4/2020,NULL,1,Account Manager,amincovs,BR CML SAO 3 GEO NAMED
-440928.00,THE PORT AUTHORITY OF NY AND NJ,87125202,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87125202,WEBEX,47479390,36,0,5/10/2017,NULL,1,Teams,SLED-NYC TEAM,SLED-NYC SELECT2-L6
23520.00,ORIENTAL BANK OF COMMERCE,87125667,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87125667,CISCO_ONE,20686594,60,60,NULL,NULL,1,Account Manager,dbohra,IN_ENT_MJ_BFSI_PSU_NE_F1
300459.60,"HEALTHPLAN HOLDINGS, INC.",87125875,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87125875,WEBEX,47196987,36,36,5/7/2020,NULL,1,Teams,WIPRO_US_TM,ECA_17-59
11952.00,DEL PAPA,87126327,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87126327,CLOUD_SECURITY,47576795,36,36,4/25/2020,NULL,1,Teams,VS-US-COM-SOUTH-G-VSAM-39,S TEXAS COM MIDSIZE
17490.60,MAURICES INC MICHIGAN,87125579,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87125579,CISCO_INTERSIGHT,47560429,36,36,4/27/2020,NULL,1,Account Manager,ksternbe,CSL_NORTHWOODS SELECT
10409.75,BANNER ENGINEERING CORPORATION,87126130,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87126130,N9K_SW_SUB,47116570,36,36,5/9/2020,NULL,1,Account Manager,jafoss,MINNESOTA_ND COM SELECT
753.84,PACIFIC GAS & ELECTRIC,37157297783503,04/25/2020 00:00:00,NULL,MANUAL,XAAS,37157297783503,CISCO_ONE,19934063,36,36,4/29/2020,NULL,1,Teams,PGE1_NCR,NCR-99-22
51039.36,MISSILE DEFENSE AGENCY,87040967,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87040967,VIPTELA,45581638,36,36,NULL,NULL,1,Teams,VS-US-PS-FED-VSAM-25,FED-MDA
26899.57,TELEFONICA DEL PERU SAA,87123508,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87123508,VIPTELA,20968725,36,36,NULL,NULL,1,Account Manager,rchinga,SBU_PSR_CNSC_PER_PRS32MS
87103.20,European Patent Office EPO,87111440,04/25/2020 00:00:00,NULL,MANUAL,XAAS,87111440,N9K_SW_SUB,20850034,60,60,NULL,NULL,1,Teams,VS-NL-PSL-EU-VSAM-3,NLD PUBLIC SAFETY
36685.44,TAMIMI MARKETS,87095827,04/26/2020 00:00:00,NULL,MANUAL,XAAS,87095827,VIPTELA,NULL,36,36,NULL,NULL,1,Unallocated,Aptec Saudi Arabia,Ingram Distribution 2
42000.00,LOCKTON INC,87126635,04/26/2020 00:00:00,NULL,MANUAL,XAAS,87126635,TETRATION,40652968,12,12,5/6/2020,NULL,1,Account Manager,lagress,CSL_CENTRAL PLAINS SELECT
38856.00,AMERICAN MEDICAL RESPONSE INC,87126636,04/26/2020 00:00:00,NULL,MANUAL,XAAS,87126636,TETRATION,40723528,12,12,5/6/2020,NULL,1,Account Manager,adbursey,CSL_MOUNTAIN STATES SEL
1764.00,BITTNET SYSTEMS,87126645,04/26/2020 00:00:00,NULL,MANUAL,XAAS,87126645,UMBRELLA,40680661,12,12,5/6/2020,NULL,1,Teams,CC ROU TEAM1,ROMANIA-PL-NON-NAMED
-6574.35,SAI GLOBAL LTD,87127326,04/26/2020 00:00:00,NULL,MANUAL,XAAS,87127326,WEBEX,47470621,12,12,7/12/2017,NULL,1,Teams,VS-AU-CMD-NSW-VSAM03,AU_COMM_NSW_MM_AM7
457.20,NTT DATA CORPORATION,87126484,04/26/2020 00:00:00,NULL,MANUAL,XAAS,87126484,WEBEX,47596282,12,12,7/5/2019,NULL,1,Account Manager,khashimo,JPN_SRVC_PLTFRM_TEAM
-3560.22,Emerging Markets Private Equity,1300157564,04/26/2020 00:00:00,NULL,MANUAL,XAAS,1300157564,WEBEX,1200156063,5,6,3/28/2020,NULL,1,Teams,USC-SB-NN MIDATLANTIC,SBU_NN MIDATLANTIC
270.48,MITSUBISHI CORPORATION TECHNOS,87126491,04/26/2020 00:00:00,NULL,MANUAL,XAAS,87126491,WEBEX,47584072,12,12,11/7/2019,NULL,1,Account Manager,aokuda,JP_ENT_DS_MJ_MITSUBISHI
236.34,TOWA TECHNOLOGY KK,87126493,04/26/2020 00:00:00,NULL,MANUAL,XAAS,87126493,WEBEX,47564399,13,13,4/27/2020,NULL,1,Teams,JPN_SMALL_CHGK_SHARED,JPN_COM_WEST_SMB_CH_TEAM
567.48,"FUKUSHIMAKEN ORIKOMI KOUKOKU CO.,LTD.",87126599,04/26/2020 00:00:00,NULL,MANUAL,XAAS,87126599,WEBEX,47426795,12,12,4/30/2020,NULL,1,Teams,JPN_SMALL_THK_SHARED,JPN_HCHE_GEO_NM_TEAM
2368.80,SCHNEIDER ELECTRIC  FRANCE,87126750,04/26/2020 00:00:00,NULL,MANUAL,XAAS,87126750,VIPTELA,18154000,36,36,NULL,NULL,1,Teams,SHARED_SCHNEIDER_TEAM,FR_MANUFACTURING_AM1
1752.00,INCHEON INTERNATIONAL HIGH SCHOOL,87127440,04/26/2020 00:00:00,NULL,MANUAL,XAAS,87127440,WEBEX,20958450,12,12,4/29/2020,NULL,1,Teams,KOR SB OPS TEAM 2,KR_COM_SMB_SP_VOL_TAM3_TM
138.84,JAPAN WHEELCHAIR SEATING ASSOCIATION,87127532,04/26/2020 00:00:00,NULL,MANUAL,XAAS,87127532,WEBEX,47568151,12,12,4/28/2020,NULL,1,Teams,JPN_SMALL_KANTO_SHARED,JPN_COM_GEO_TEAM02_PL
657.41,SHRIDEVI INSTITUTE OF MEDICAL SCIENCES AND RESEARCH HOSPITAL,1300157547,04/26/2020 00:00:00,NULL,MANUAL,XAAS,1300157547,WEBEX,1200223940,2,2,4/29/2020,NULL,1,Account Manager,rvphanik,SBU_IND_STH1_KR_PL
2921.02,F12 NETWORKS,86430593,04/27/2020 00:00:00,NULL,MANUAL,XAAS,86430593,UMBRELLA,45202195,36,NULL,1/27/2020,NULL,1,Teams,TEAM_SMALL_WEST I_VSAM,SBU_CAN_WEST I_VSAM1
1118.77,CUSTOMTEC PTY LTD,83825487,04/27/2020 00:00:00,NULL,MANUAL,XAAS,83825487,SPLA_AMP4E,18824174,34,NULL,10/2/2018,NULL,1,Teams,VS-AU-CSL-NSW-VSAM05,AU_COMM_NSW_SL_AM3
221.40,TRANSFORMYX,84993064,04/27/2020 00:00:00,NULL,MANUAL,XAAS,84993064,SPLA,40832318,36,NULL,4/27/2019,NULL,1,Teams,VS-US-SP-MID-VSAM-84,MMKT EAST MJR_2 REG
135.48,GSK CORPORATION,87127468,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87127468,WEBEX,47584995,12,12,4/27/2020,NULL,1,Teams,IN_CGEM_GLL_GSK_TW,GLL_GSK_TW
1607.40,SCHNEIDER ELECTRIC  FRANCE,87110054,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87110054,VIPTELA,18154000,36,36,NULL,NULL,1,Teams,SHARED_SCHNEIDER_TEAM,FR_MANUFACTURING_AM1
10540.80,KAMOGAWAKEIMEI ELECTRIC COMPANY LTD,87127559,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87127559,WEBEX,47592787,12,12,4/27/2020,NULL,1,Teams,JPN_SMALL_KANSAI_SHARED,JPN_COM_WEST_TMF_NN_TEAM
472.68,SAKAMOTO YAKUHIN KOGYO COMPANY LTD,87127579,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87127579,WEBEX,47545632,13,13,4/27/2020,NULL,1,Teams,JPN_SMALL_KANSAI_SHARED,JPN_COM_WEST_TMF_NN_TEAM
309.60,FIBRAN D ANASTASSIADIS,87127756,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87127756,WEBEX,NULL,12,12,4/29/2020,NULL,1,Account Manager,ageorgio,GREECE_COMM_GNN
-38061.00,HEKATRON TECHNIK GMBH,87127805,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87127805,WEBEX,47282952,12,36,5/6/2019,NULL,1,Account Manager,fbrunkho,GER-SWEST-PL-TBM3
72727.20,HEKATRON TECHNIK GMBH,87127805,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87127805,WEBEX,47282952,36,36,5/6/2019,NULL,1,Account Manager,fbrunkho,GER-SWEST-PL-TBM3
948.36,PT DONGGI SENORO LNG,87128241,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87128241,WEBEX,47568198,12,12,5/1/2020,NULL,1,Account Manager,agusc,ID_ENT_FSI_TM
178.08,Environmental Protection Department,87126774,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87126774,WEBEX,20975350,12,12,5/4/2020,NULL,1,Teams,HK GOVT Team,HKSP_CLEC2_TM
2544.00,ZIPHER MED,1300157824,04/27/2020 00:00:00,NULL,MANUAL,XAAS,1300157824,WEBEX,1200229037,1,1,4/27/2020,NULL,1,Teams,USC-SB-NN BOSTON METRO,SBU_NN BOSTON METRO
22969.20,DXC Technology,87120720,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87120720,N9K_SW_SUB,47169595,60,60,5/7/2020,NULL,1,Unallocated,TelcoBuy,US Distribution L6
648.00,CLIPPER LOGISTICS GROUP LTD,87128735,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87128735,UMBRELLA,45590920,36,36,4/27/2020,NULL,1,Account Manager,jamkhan,UK_COM_TAM_NORTH_MM_6
0.00,AXA EQUITABLE LIFE INSURANCE COMPANY,87128608,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87128608,WEBEX,47478598,36,34,2/12/2020,NULL,1,Teams,IN_CGEM_GLL_AXA_US,AXA3
2703.00,Siemens -,1300157825,04/27/2020 00:00:00,NULL,MANUAL,XAAS,1300157825,WEBEX,1200227864,1,1,4/27/2020,NULL,1,Teams,IN_CGEM_GLL_SIEMENS_US,EEA848
5223.24,CONSILIO,87129656,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87129656,CISCO_INTERSIGHT,47543866,36,36,4/28/2020,NULL,1,Teams,VS-EAW-CMD-LONDON-VSAM-1,CB_GBR_LONDON_AM1_VS
619.20,K&S DATA SERVICES,1300157862,04/27/2020 00:00:00,NULL,MANUAL,XAAS,1300157862,WEBEX,1200230470,12,12,5/11/2020,NULL,1,Teams,USC-SB-NN WISC ILLINOIS,SBU_NN WISC ILLINOIS
3353.46,UPSTREAM WORKS SOFTWARE LTD,87129953,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87129953,WEBEX,47586407,12,12,4/27/2020,NULL,1,Teams,VS-CAN-COM-CNTRL-G-VSAM-01,CMD_CAN_CENTRAL
-1068.00,AMERICAN IMMUNIZATION REGISTRY ASSOCIATION,1300157854,04/27/2020 00:00:00,NULL,MANUAL,XAAS,1300157854,WEBEX,1200229556,1,12,9/11/2019,NULL,1,Teams,USC-SB-NN MIDATLANTIC,SBU_NN MIDATLANTIC
169545.09,CGI FEDERAL INC.,87129611,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87129611,WEBEX,47594597,36,23,4/11/2019,NULL,1,Teams,CGI Team Agent,EEA_14-102
32637.60,ALLEGHENY HEALTH NETWORK,87130376,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87130376,CISCO_INTERSIGHT,47480048,60,60,NULL,NULL,1,Teams,Highmark Team Agent,EEA_14-16
23880.00,ST LOUIS COUNTY OF INC,87129907,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87129907,Duo Standard,47481409,12,12,4/30/2020,NULL,1,Account Manager,mikjohn2,SLED-Upper Midwest Pr-L6
0.00,CHAPEL SPRINGS CHURCH,87129337,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87129337,UMBRELLA,47598095,12,1,5/30/2019,NULL,1,Teams,USC-SB-NN MIDATLANTIC,SBU_NN MIDATLANTIC
3180.00,SER JOBS FOR PROGRESS NATIONAL,1300157891,04/27/2020 00:00:00,NULL,MANUAL,XAAS,1300157891,WEBEX,1200229086,12,12,4/28/2020,NULL,1,Teams,USC-SB-NN NORTH TEXAS,SBU_NN NORTH TEXAS
8509.44,THE WALTERS GROUP,87130986,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87130986,UMBRELLA,47471741,12,12,4/28/2020,NULL,1,Teams,VS-US-COM-WEST-G-VSAM-02,SOUTH WEST COM MIDSIZE
748.27,BMO BANK OF MONTREAL,87130999,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87130999,WEBEX,47593603,12,12,1/24/2020,NULL,1,Account Manager,imughal,CENTRAL ENT MAJOR
2352.24,NEC,87130827,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87130827,SWATCH_CLOUD,47598798,36,36,NULL,NULL,1,Teams,JPN_SMALL_KANTO_SHARED,JPN_COM_GEO_TEAM02_PL
902.40,AP INNOVATION LLC,1300157900,04/27/2020 00:00:00,NULL,MANUAL,XAAS,1300157900,WEBEX,1200230572,1,1,4/28/2020,NULL,1,Teams,USC-SB-NN SOUTH PACIFIC,SBU_NN SOUTH PACIFIC
1804.92,JFE TECHNO-RESEARCH CORPORATION,87130951,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87130951,WEBEX,47579371,12,12,5/1/2020,NULL,1,Account Manager,takmorig,JP_ENT_MJ_MFG_JFE
138.84,THE GEO-SCIENCE CENTER,87130952,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87130952,WEBEX,47561646,12,12,4/28/2020,NULL,1,Teams,JPN_SMALL_KANTO_SHARED,JPN_COM_GEO_TEAM02_PL
277.68,DOCOMO CS CHUGOKU  INC,87132181,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87132181,WEBEX,47517784,12,12,5/8/2020,NULL,1,Teams,JPN_SMALL_CHGK_SHARED,JPN_COM_WEST_SMB_CH_TEAM
221.52,SHIZUOKA MEDICAL ASSOCIATION,87130936,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87130936,WEBEX,47593791,12,12,4/18/2020,NULL,1,Teams,JPN_SMALL_TOKAI_SHARED,JPN_COM_WEST_TLG_NN_TEAM
0.00,KOSHIN KK,87132183,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87132183,WEBEX,47595742,12,12,NULL,NULL,1,Teams,JPN_SMALL_KANSAI_SHARED,JPN_COM_WEST_TMF_NN_TEAM
138.84,ATAMI MEDICAL ASSOCIATION,87132194,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87132194,WEBEX,47595374,12,12,4/30/2020,NULL,1,Teams,JPN_SMALL_TOKAI_SHARED,JPN_COM_WEST_TLG_NN_TEAM
619.20,ENSHU LTD,87126815,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87126815,WEBEX,47516111,12,12,10/16/2019,NULL,1,Teams,JPN_SMALL_TOKAI_SHARED,JPN_COM_WEST_TLG_NN_TEAM
221.52,"WAKITA CO.,LTD.",87126598,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87126598,WEBEX,47514127,12,12,6/14/2019,NULL,1,Teams,JPN_SMALL_KANSAI_SHARED,JPN_COM_WEST_TMF_NN_TEAM
218.16,NIPPON EXPRESS COMPANY LTD,87131702,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87131702,WEBEX,47595962,12,12,5/1/2020,NULL,1,Teams,JPN_COM_EAST_TABUCHI_SHARED,CSL_JPN_KANTO_DS_4
928.80,INSTITUTE OF APPLIED ENERGY THE,87127357,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87127357,WEBEX,47552442,12,12,5/1/2020,NULL,1,Teams,JPN_SMALL_KANTO_SHARED,JPN_COM_GEO_TEAM02_PL
218.16,NIPPON EXPRESS COMPANY LTD,87131703,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87131703,WEBEX,47595941,12,12,5/1/2020,NULL,1,Teams,JPN_COM_EAST_TABUCHI_SHARED,CSL_JPN_KANTO_DS_4
138.84,TOWAKAI GROUP,87132222,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87132222,WEBEX,47561700,12,12,5/1/2020,NULL,1,Teams,JPN_SMALL_KANTO_SHARED,JPN_COM_GEO_TEAM02_PL
592.20,SCHNEIDER ELECTRIC  FRANCE,87128658,04/27/2020 00:00:00,NULL,MANUAL,XAAS,87128658,VIPTELA,18154000,36,36,NULL,NULL,1,Teams,SHARED_SCHNEIDER_TEAM,FR_MANUFACTURING_AM1
-501.24,METRO CREATIVE GRAPHICS INC,1300157913,04/27/2020 00:00:00,NULL,MANUAL,XAAS,1300157913,WEBEX,1200138659,1,5,4/1/2020,NULL,1,Teams,USC-SB NYC METRO DOWNTOWN PSR2,SBU_NAMED NYC METRO DOWN
162.40,BLC BLUE LAKE COMMUNICATIONS OY,84658010,04/28/2020 00:00:00,NULL,MANUAL,XAAS,84658010,UMBRELLA,17086412,36,NULL,2/28/2019,NULL,1,Account Manager,mkaikkon,CSL_FIN_AM3
1175.76,DEUTSCHE TELEKOM AG,87131205,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87131205,IOS-XR,20038671,36,36,NULL,NULL,1,Account Manager,sibauten,DT_INFRA_NGN_CORE-EDGE
1175.76,DEUTSCHE TELEKOM AG,87131891,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87131891,IOS-XR,20038671,36,36,NULL,NULL,1,Account Manager,sibauten,DT_INFRA_NGN_CORE-EDGE
1175.76,DEUTSCHE TELEKOM AG,87130746,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87130746,IOS-XR,20038671,36,36,NULL,NULL,1,Account Manager,sibauten,DT_INFRA_NGN_CORE-EDGE
965.88,DEUTSCHE TELEKOM AG,87132002,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87132002,IOS-XR,20038671,36,36,NULL,NULL,1,Account Manager,sibauten,DT_INFRA_NGN_CORE-EDGE
4721.49,NTP Contract Management,87131362,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87131362,CISCO_INTERSIGHT,20856362,36,36,NULL,NULL,1,Teams,VS-AU-PS-VIC-VSAM01,AU_PS_SL_VIC_TAS_STATEGOV
0.00,VIALTERRA INFRAESTRUCTURAS SA,87117613,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87117613,WEBEX,NULL,12,12,NULL,NULL,1,Account Manager,joaqlope,SPAIN_COMM_GNN_SOUTH
1607.40,SCHNEIDER ELECTRIC  FRANCE,87126409,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87126409,VIPTELA,18154000,36,36,NULL,NULL,1,Teams,SHARED_SCHNEIDER_TEAM,FR_MANUFACTURING_AM1
4900.32,TOYOTA MOTOR EAST JAPANINC,87068269,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87068269,WEBEX,20952255,12,12,NULL,NULL,1,Teams,TMC_JAPAN_TM,TOYOTA79
33266.40,VASTRA GOTALANDREGIONEN VGR,87131862,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87131862,N9K_SW_SUB,20998626,60,60,5/15/2020,NULL,1,Account Manager,jgranstr,SWE_PS_HC_REGION_4
27768.00,GIFU PREFECTURE,87131856,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87131856,WEBEX,47574657,12,12,4/18/2020,NULL,1,Teams,JPN_PUB_WEST_IZUMI_SHARED,JPN_PUB1_NORTH_TEAM
-610.17,REWE INTERNATIONAL AG,87132892,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87132892,VIPTELA,47481351,36,25,6/15/2019,NULL,1,Account Manager,chkunz,EMJ_AUT_REWE_INT
97.20,PETROLEOS DEL MILENIO C I S A C I PETROMIL S A,87132133,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87132133,WEBEX,19553792,12,12,5/8/2020,NULL,1,Teams,VS-CO-COM-G-VSAM-47,COL GEO NAMED
-610.17,REWE INTERNATIONAL AG,87132903,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87132903,VIPTELA,47481365,36,25,6/15/2019,NULL,1,Account Manager,chkunz,EMJ_AUT_REWE_INT
-610.17,REWE INTERNATIONAL AG,87132907,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87132907,VIPTELA,47481367,36,25,6/15/2019,NULL,1,Account Manager,chkunz,EMJ_AUT_REWE_INT
3086.65,Hellomint GmbH,1300158064,04/28/2020 00:00:00,NULL,MANUAL,XAAS,1300158064,WEBEX,1200227243,1,1,4/28/2020,NULL,1,Teams,CC AT TEAM1,AUSTRIA_COM_TER1_CLNN
1338.48,MEDEF,87133007,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87133007,WEBEX,47332944,12,12,3/20/2020,NULL,1,Teams,VS-FR-CMD-IDF-VSAM-12,CB_FRA_IDF_RETAIL_AM1
1355.76,BANQUE ATTIJARI DE TUNISIE SA,87132640,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87132640,WEBEX,47571949,12,12,5/4/2020,NULL,1,Account Manager,skghatta,TUNISIA-COMM_GNE
144.00,KRISH IT SOLUTIONS PVT LTD,87132644,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87132644,WEBEX,NULL,12,12,4/28/2020,NULL,1,Account Manager,varunjac,SBU_IND_STH2_TN_PL
-625.35,REWE INTERNATIONAL AG,87132953,04/28/2020 00:00:00,NULL,MANUAL,XAAS,87132953,VIPTELA,47481401,36,26,7/4/2019,NULL,1,Account Manager,chkunz,EMJ_AUT_REWE_INT
